Time,Category,Headline,Full_Text,URL,Sentiment_analysis,Passes_treshold
16:26,Foreign policy,Finland set for cold and crisp conditions as skiing holiday starts,"With the week-long 'skiing holiday' — known as hiihtoloma in Finnish — set to begin for schools in the south from Monday, many people will be hoping for milder conditions and more snow. However, a prolonged period of high pressure has brought sunshine but freezing temperatures to Finland over the past few days, and that looks set to continue. According to Yle Meteorologist Anniina Valtonen, there is no major change in sight with temperatures not expected to rise above zero anywhere in the country over the coming days. However, Valtonen noted, cloud cover is expected to increase as the high pressure front moves southeast. ""Enjoy the sunshine now,"" is her advice. Although February is still considered a wintry month in Finland, the longer-term outlook for the next few weeks suggests warmer temperatures are on the horizon. The skiing holiday in Finland, also known as the winter break, is a week-long school holiday staggered over three weeks, depending on the region, between February and March. This year, for example, schools in the south will be on their break during week 8 (16-20 February) while schoolchildren in central areas will take theirs during week 9 and it will be week 10 for kids in the north. The holiday was first introduced during the 1930s as a means of breaking up the long spring semester and to encourage children to participate in winter sports, primarily skiing. The holiday typically sees Finnish families heading to other parts of the country, usually Finnish Lapland, or to destinations abroad. According to Fintraffic, Finland's traffic management agency, roads were quite busy on Friday and on Saturday as people travelled north from the Helsinki metropolitan area, Southwest Finland, and the Satakunta region.",https://yle.fi/a/74-20210352,"[{'label': '4 stars', 'score': 0.5335637927055359}]",1
16:26,Foreign policy,"""Finnish is my native language, yet people still speak to me in English"" – How international adoptees feel marginalised in Finland","Sadhi Luokomaa has lived in Finland all her life. She speaks perfect Finnish, follows Finnish customs and traditions, and raises her two teenage sons the same way. Yet she often feels like an outsider. ""I have lived most of my life in Hämeenlinna, yet still people speak to me in English at first,"" Luokomaa said. This is because she was adopted at 11 months old and brought to Finland from the Indian city of Chennai. Luokomaa's experiences are not unique. Many international adoptees report feeling 'othered' in Finland because of how they look. Othering is defined as a process that labels individuals or groups as fundamentally different from, and inferior to, a dominant societal group. Anu-Rohima Mylläri, an advocate for adoptees, told Yle that many people adopted from abroad feel sidelined and frustrated as they would want to participate in discussions about Finnish identity, immigration, and working life. Myllari was herself adopted from Bangladesh in 1980, when she was two years old. She wrote a book about her experiences, called ""Adoptoitu"" (Adopted) in 2006, which deals with themes such as abandonment, prejudice, and racism. Tampere University researcher Anna Rastas welcomes the calls for a wider societal discussion in Finland about key issues such as the concept of family, children's rights, and racism — with international adoptees as participants, not just the subject matter. ""Adoptees have a kind of sharper radar for noticing structures and phenomena that often go unnoticed by the majority population,"" Rastas noted. ""They have a special understanding of, for example, how Finnishness is discussed and how differences can be handled. They recognise the times when Finnishness is defined narrowly."" However, many adopted adults feel their Finnishness is neither recognised nor accepted. Instead, there is a hierarchy of which people are accepted and which are not. ""Adoptees concretely show that language skills do not determine inclusion or exclusion, but rather a lack of acceptance of difference, and often outright racism,"" Rastas added. Previous studies have shown that applicants with foreign-sounding names have a much harder time being called to a job interview than people with Finnish-sounding names, even if their CV's are identical. According to University of Helsinki Professor Suvi Keskinen, there is a problem in Finnish society: the definition of Finnishness is tied to whiteness, and belonging to Finland is interpreted based on appearance and skin colour. ""The problem is in the narrow definition of Finnishness. Only certain types of families and people of a certain appearance fit into it,"" Keskinen said. She pointed to the example of Denmark, where international adoptees are more often included in discussions about national identity. Sadhi Luokomaa told Yle that she often encounters situations where she is expected to be grateful for being able to come to Finland. The same sentiment also comes up during discussions about immigrants. ""I have thought that this should already be a thing of the past, this old-fashioned thinking, but yes, I still encounter it sometimes,"" she said. Luokomaa is one of the first generation of adoptees to Finland, and she has developed her own coping strategies for how to deal with these incidents of othering. ""The first question is always, where are you from? When I was younger, I always answered, but now as an adult, I have learned to set boundaries. I am not accountable to tell my story to everyone,"" she said. According to Anna Rastas, societal discussion in Finland has become too polarised and exclusionary, especially as the Finnish government continues to tighten legislation about who can become Finnish — and who cannot. ""This is a big concern, and this discussion needs everyone, including adoptees and immigrants,"" Rastas said. The All Points North podcast recently asked if Finland is making integration too difficult. Listen to the episode via this embedded player, on Yle Areena, via Apple, Spotify or wherever you get your podcasts.",https://yle.fi/a/74-20210321,"[{'label': '4 stars', 'score': 0.5335637927055359}]",1
16:26,Foreign policy,Finland welcomes Marco Rubio's comments on transatlantic unity,"Finland's political leaders have welcomed comments by US Secretary of State Marco Rubio on transatlantic unity during his speech at the Munich Security Conference on Saturday. ""In a time of headlines heralding the end of the transatlantic era, let it be known and clear to all that this is neither our goal nor our wish, because for us Americans, our home may be in the western hemisphere, but we will always be a child of Europe,"" Rubio said. Finnish foreign minister Elina Valtonen (NCP) told reporters that Rubio's speech was ""exactly what has been needed both in Europe and in the United States"", adding that it was a welcome change in tone compared to the rhetoric at the World Economic Forum (WEF) in Davos last month. ""Now there was a clear gesture of outreach; this is a good basis on which to continue,"" Valtonen said, noting that Rubio repeatedly used the word ""together"". News agency Reuters reported however that Rubio's speech was ""notably short on specifics"", as he did not mention Russia once during his half-hour address nor did he specifically refer to Nato by using the alliance's name. Finnish President Alexander Stubb is also attending the conference, and he is due to meet with Rubio later on Saturday. The pair encountered each other briefly as Stubb was leaving The Economist's on-site studio at the summit, just as Rubio was arriving. Altogether nearly 50 heads of state and government are attending this year's annual conference, which aims to promote conflict resolution via improved international cooperation and dialogue.",https://yle.fi/a/74-20210324,"[{'label': '4 stars', 'score': 0.36218416690826416}]",1
16:26,Foreign policy,Finland celebrates friendship and community on 14 February,"While 14 February is exclusively reserved for people in romantic relationships in many other countries, Finland takes a different tack. Since 1987, the date — known in Finnish as ystävänpäivä (literally ""Friend’s Day"") — has instead been considered a celebration of friendship and close community. This means that many people in Finland exchange messages and even gifts with their close friends on 14 February. In addition, 'ystävänpäivä' events have become increasingly popular in recent years, with groups gathering together for activities such as bowling, downhill sledding or — of course — going to the sauna. A survey commissioned by the Family Federation of Finland NGO last year found that Finnish people have a total average of 11 friends, with four of that number being 'close friends'. However, a more recent poll found that a growing number of people in Finland report feelings of loneliness, with younger age groups (16-24 and 25-34) particularly susceptible.",https://yle.fi/a/74-20210318,"[{'label': '4 stars', 'score': 0.3755897581577301}]",1
16:26,Foreign policy,"Drunk Swedish man steals courier's car, tries to drive across Finnish-Russian border","Finnish border authorities have detained a Swedish national on suspicion that he stole a car, drove it while under the influence of alcohol, and then attempted to illegally cross the border into Russia. Investigators believe the saga began when the man stole a food courier’s vehicle in Rovaniemi last Sunday. The courier's bank card was in the car, which it is understood the man used to make small purchases at a local gas station. On Monday, the suspect arrived at a temporarily closed border crossing near the town of Salla, on the Finnish-Russian border, and attempted to climb over a gate into the restricted access zone between the two border checkpoints. He was apprehended by a border patrol while trying to scale the fence. The border guard then performed a breathalyzer test, which showed the man had a blood alcohol level exceeding the limit for aggravated drunk driving. He was handed over to Finnish police, and he underwent a blood test to more accurately determine his fitness to drive. The man also informed the border guards that his intention was to enter Russia. He now faces a slew of potential charges, including a border violation, aggravated drunk driving, unauthorised use of a motor vehicle, and payment fraud. The case is being investigated by the Lapland Police Department and the Lapland Border Guard.",https://yle.fi/a/74-20210310,"[{'label': '4 stars', 'score': 0.23259656131267548}]",1
16:26,Foreign policy,USU: Finns losing confidence in Nato security guarantees,"Fewer than half of Finns say they have faith in the Nato military alliance, according to the results of a survey commissioned by the Uutissuomalainen (USU) news group. Some 46 percent of respondents to the poll said they trust the alliance, while 32 percent said they do not. One in five meanwhile preferred not to give their opinion. The survey also found that men were more likely to have faith in Nato, with 55 percent expressing that view, compared to just 37 percent for women. In addition, supporters of the Finnish coalition government's two biggest parties — National Coalition Party and the Finns Party — also placed far more trust in the alliance, polling around 70 percent for both groups. The least amount of trust was found to be among Left Alliance voters, at just 18 percent, with 63 percent of that cohort saying they did not believe that Nato would guarantee the security of Finland and Europe. Iro Särkkä, a Senior Research Fellow at the Finnish Institute of International Affairs, told USU that distrust of the current US administration has undermined Finns' overall confidence in Nato. The survey was conducted by Iro Research on behalf of USU between 20 and 28 January 20. A total of 1,000 people responded to the poll and the margin of error is 3.1 percentage points in either direction.",https://yle.fi/a/74-20210302,"[{'label': '2 stars', 'score': 0.3604845404624939}]",1
16:26,Foreign policy,APN Podcast: Who pays at the checkout?,"Food prices in Finland have already climbed by as much as 25 percent in recent years, and now the government is proposing to limit the dominance of supermarket private labels like Pirkka and Xtra, which offer budget-friendly alternatives. The aim is to strengthen farmers' bargaining power in a highly concentrated retail market. But critics warn the move could push prices even higher and shrink affordable options at a time when many households are already struggling. In this episode of the All Points North podcast, we step inside Finland's only corn tortilla factory to explore how products win shelf space — and unpack the bigger political and economic stakes behind the humble store brand. With consumers, farmers and retailers all feeling the pressure, will limiting supermarket power protect producers, or punish shoppers? Listen to the episode via this embedded player, on Yle Areena, via Apple, Spotify or wherever you get your podcasts. Zena Iovino produced and presented this episode of All Points North. The sound engineer was Matias Puumala. If you have any questions or want to share your thoughts, contact us via WhatsApp at +358 44 421 0909 or at yle.news@yle.fi and allpointsnorth@yle.fi.",https://yle.fi/a/74-20210203,"[{'label': '4 stars', 'score': 0.4012576937675476}]",1
16:26,Foreign policy,Finnish government invests €65m in state firm's rare earth elements project,"Prime Minister Petteri Orpo's (NCP) government has announced plans to invest 65 million euros in the state-owned Finnish Minerals Group to develop mining at the Sokli deposit in Savukoski, Lapland. It characterised the deposit as ""one of Europe's most significant sources of rare earth elements"". At first, the financing will be used towards a feasibility study from this year until 2028. That effort will involve construction of a pilot mine and pilot concentrator at Sokli. ""The project aims to produce phosphate and iron concentrates between 2027 and 2029 and examine the potential for producing vermiculite, niobium and rare earth elements. The planned annual production volumes are 15,000 tonnes of phosphate concentrate and 2,500 tonnes of iron concentrate,"" a government press release explained. Minister for European Affairs and Ownership Steering Joakim Strand (SPP) characterised Sokli as an ""exceptionally valuable deposit"". ""If this project moves forward, it will make a real difference to Europe’s mineral security. We are committed to advancing responsible mining and processing in Finland,"" Strand said in the release. According to the government, Sokli's main output will be phosphate, which is used in both fertilisers and e-vehicle batteries. It cited current estimates that the deposit's reserves could meet up to 20 percent of the EU's current demand for the crucial chemical compound. The environmental permit process will start with an impact assessment, to be launched this year. The company has applied for another permit for the pilot operations. A decision on that application is expected this summer.",https://yle.fi/a/74-20210142,"[{'label': '4 stars', 'score': 0.29313868284225464}]",1
16:26,Foreign policy,People are retiring later in Finland – and the change has been faster than expected,"Over the past decade and a half, Finnish governments have sought to encourage people to remain in the workforce longer – and now that long-term goal has been achieved ahead of schedule. The retirement age has risen faster than targeted, while the employment rate of older people has continued to rise. In 2009, the government agreed with labour market organisations that the average retirement age should be raised from 59.4 years to at least 62.4 years. They agreed to reach that target by 2025 at the latest. The goal was surpassed last year, with workers in Finland retiring at an average age of 63.2, almost a year later than originally expected. The positive development strengthens the financing of earnings-related pension security and the tax revenues of the state and municipalities, says Mikko Kautto, CEO of the Finnish Centre for Pensions (ETK). In a press release, he attributed the development to several changes in pension rules, including the abolition of the unemployment pension, delayed retirement and raising the retirement age for old-age pensions. Meanwhile changes in working life and improvements in educational levels and work ability have reduced the number of people taking disability pensions. Kautto points out that people receive higher pensions if they delay retirement and work longer. Jari Kannisto, Development Manager at ETK, says that the employment rate of people over 60 has increased significantly since the 2017 pension reform. ""Raising the retirement age has had a significant impact on the number of older workers. It has increased by almost 100,000 over the past decade,"" he said on Friday. Employment among older people continued to rise last year, even though employment among the entire population declined. ""In the future, an increasingly important labour reserve will be formed by people over the age of 65. In a country with an aging population, more and more of them are already participating in working life,"" Kannisto said. The target of raising the retirement age was set by the Centre-led Matti Vanhanen government in 2009. This goal was reiterated by the government of Jyrki Katainen (NCP) in 2013 and in the 2017 pension reform.",https://yle.fi/a/74-20210157,"[{'label': '5 stars', 'score': 0.40145277976989746}]",1
16:26,Foreign policy,Foodora is leaving Finland,"Food and retail goods delivery firm Foodora is leaving the Finnish market at the end of February, according to a company press release. The app-based courier service said it will continue operations normally until 27 February. After that, it will no longer offer its services in the country. The company announced the news following the completion of redundancy talks with employee representatives that began on 12 January. At the start of those talks, the company said it was considering withdrawing from the Finnish market. The decision to leave Finland affects around 80 local employees and thousands of independent couriers. According to market analysis website PitchBook, Foodora's staff in Finland includes more than 2,800 people. In May of last year, Finland's Supreme Administrative Court ruled that food couriers are employees, not self-employed entrepreneurs. The case on appeal before the court concerned couriers operating on the platform of the food delivery company Wolt, Foodora's main competitor. On Friday, Foodora said that it has separately informed other parties affected by the decision, including its restaurant and retail partners as well as the couriers that make the deliveries. According to the company, the decision to leave Finland was based on a strategy focused on investing in markets with opportunities to become the clear market leader, and to build a strong, long-term brand in Europe. Foodora began its operations in Finland in 2015, and currently has operations in more than 100 cities and municipalities across the country. Founded in Munich, Foodora's headquarters moved to Berlin, Germany in 2015 and was subsequently acquired by Delivery Hero. Apart from Finland, the company has operations in Sweden, Norway, Austria, Czech Republic, and Hungary.",https://yle.fi/a/74-20210163,"[{'label': '1 star', 'score': 0.5331850051879883}]",0
